Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
13006;Aureille;317;79.4;89.3;5.6;12.7;9.4;8.3;1.3;54.4;20.5;29
13007;Auriol;2469;84.7;86.4;4.9;13.6;12.6;12.5;5.3;53.5;19.5;253
13008;Aurons;130;79.1;85.7;6.1;14.8;13.3;18.2;0;50.4;23;9
13009;La Barben;127;82.9;92;2.9;19;16.9;16.9;0.3;58.3;15.1;17
13010;Barbentane;1098;82.1;88.8;4.5;12.8;10.4;10.4;2.6;48.5;26;55
13011;Les Baux-de-Provence;126;78.6;84.8;4.3;10.9;13.7;17;0;45.6;40;9
13012;Beaurecueil;225;83.1;92.1;6.8;9.8;13.8;27.3;0;42.7;37.5;12
13013;Belcodène;358;85.6;89.8;5.2;15;11.8;15.6;0;54.4;18.7;27
13014;Berre-l'Étang;2660;66.8;81.4;4.7;7.8;4.7;2.3;20.4;50.3;19.2;177
13015;Bouc-Bel-Air;3438;82.9;86.3;4.2;12.7;12.2;20.7;10.8;50.3;22.9;261
13016;La Bouilladisse;1345;79.5;86.5;6.7;12.7;10.3;12;1.8;51.1;21.3;95
13017;Boulbon;368;78.7;88.4;5.5;11.3;7;8.1;2.7;50.8;24.2;30
13018;Cabannes;966;76.2;87.6;5.5;10.6;6.4;5.3;3.9;51.1;21.6;83
13019;Cabriès;2007;86.6;91.5;4.8;13.4;13.7;26.3;3.7;50.4;20.1;193
13020;Cadolive;404;86.3;87.8;5.3;14.6;10.6;13.1;0;53.7;18.5;44
13021;Carry-le-Rouet;2048;79.3;88.5;6.3;13.2;11.4;19.1;1.7;45;35.9;127
13022;Cassis;2414;80;85.7;6.3;11.6;11.5;17.3;7.7;46.5;35.6;156
13023;Ceyreste;1174;86.3;88.6;5.1;14.4;12.5;15;5.3;50.6;24.5;97
13024;Charleval;614;78.2;88.6;6.7;11;7.7;8.3;9.3;49.2;23.1;43
13025;Châteauneuf-le-Rouge;539;83.5;89.7;3.6;15.7;15.2;22.8;0.6;52.4;22.9;54
13026;Châteauneuf-les-Martigues;3046;78;86;5.8;12.5;7;6.1;20.2;51.1;17.1;307
13027;Châteaurenard;3432;73.5;87;4.4;10;7.6;6.3;12.1;51.9;21.2;308
13028;La Ciotat;10111;74.1;82.4;6.5;11;9.8;10.8;22.6;49.5;27.7;829
13029;Cornillon-Confoux;326;82.6;89.1;3.9;13.4;12.4;14.8;0.8;54.7;21.8;18
13030;Cuges-les-Pins;803;79.6;86.1;5.7;14.4;10.6;8.8;3.5;54.6;14.9;113
13031;La Destrousse;964;80.2;86.3;5.4;12.7;8.4;8.9;0.3;50.3;25.3;80
13032;Éguilles;1833;82.9;87.9;3.7;13.7;14.3;24.9;4.6;51.4;22.7;271
13033;Ensuès-la-Redonne;1120;85.1;91.6;4.5;13.9;11.9;20.7;5.3;53.9;19.5;113
13034;Eygalières;591;79.4;90.2;4.7;11.7;10;9.3;10.9;45.4;34.2;51
13035;Eyguières;1341;80.8;89.4;5.2;14.6;11.4;10.5;5.7;53.5;19.6;126
13036;Eyragues;1156;83.4;89.9;5.1;12.6;9.5;9.4;4.2;48.5;26.2;73
13037;La Fare-les-Oliviers;1596;83.5;90.9;5.1;14.5;11.1;12.1;5.2;52.7;18.1;149
13038;Fontvieille;1207;80.7;88;6.2;10.9;11.2;8.7;1.9;45;34.2;55
13039;Fos-sur-Mer;2940;73.7;88.7;6.5;11.8;6;3.3;17.2;51;19;235
13040;Fuveau;1862;84.5;90.1;4;14.7;12.9;18.8;6;53.3;18.3;206
13041;Gardanne;4039;77.6;85.3;5;11.9;8.6;8.6;19;51.5;18.8;415
13042;Gémenos;1855;80.5;88.7;7.4;13.8;11.5;15.9;1.9;47.5;27.7;145
13043;Gignac-la-Nerthe;1819;77.1;85.8;5.6;12.5;8.1;7.4;8.1;53.7;18.4;177
13044;Grans;1078;81.3;91.2;5.3;13.6;10.5;12.5;7;52.3;20.7;87
13045;Graveson;940;83.9;92;5.6;13.9;9.2;8.7;10.6;52.5;19.4;93
13046;Gréasque;938;85.2;89.2;4.6;14.2;10.5;13.9;7.2;50.7;21.9;80
13047;Istres;8404;73.1;86.3;5.6;13.5;7.9;6.2;23.8;51.6;18.9;588
13048;Jouques;970;80.6;88.2;4.7;12.8;11.1;13.6;5.2;51.8;21.9;73
13049;Lamanon;490;83.6;88.9;4.9;14.1;10.7;9.8;0;50.3;24;37
13050;Lambesc;2198;81.5;87.9;5.5;14.4;12.5;15.5;5.7;50.6;21.9;175
13051;Lançon-Provence;1348;81.1;90.9;5.4;14.6;9.6;11.5;1.1;55.8;14.9;178
13052;Maillane;529;82.9;92;5.2;14.4;11.5;8.5;1;52.2;19.6;59
13053;Mallemort;1306;80.2;86;5.7;11.4;9.7;9.1;6.3;51;21.1;137
13054;Marignane;6643;70;82;5.5;11;6.5;6;11.6;50.5;20.4;591
13055;Marseille;168537;65.5;74.1;5.7;10.2;10.1;14;15.9;49.7;19.4;22888
13056;Martigues;10969;71.7;81.6;5.8;11.7;7.9;7.6;28.6;50;22.6;757
13057;Mas-Blanc-des-Alpilles;94;84.1;93.9;5.1;15.1;9.3;9.7;0;53.9;18.3;7
13058;Maussane-les-Alpilles;787;78.8;89.8;4;12.7;12;10.6;8.2;46.2;32.9;64
13059;Meyrargues;682;83.6;88;3.8;14;12.1;20.5;11.4;52.2;17.7;70
13060;Meyreuil;951;81.9;89.4;3.8;13.9;10.1;17.2;8.1;55.4;16.4;169
13061;Saint-Pierre-de-Mézoargues;49;78.2;86.4;7;11.5;8.9;10.3;0.9;53.5;22.2;6
13062;Mimet;1051;85.9;87.1;4.3;15;12.3;15.6;3.3;50.7;25.3;89
13063;Miramas;5202;63.5;84;5;10.2;5.6;4.1;32.6;48.9;19.7;361
13064;Mollégès;566;84.7;91.8;5.4;11.9;8.6;7.6;1.5;51.6;21.3;52
13065;Mouriès;834;76.9;90.8;5.8;13.6;7.6;7.4;3.4;50.6;24.5;59
13066;Noves;1223;82.5;88.8;6;12.2;8.6;8.4;6.1;51;21;94
13067;Orgon;659;71.6;84.1;5.9;10.4;6.4;6.1;3.8;51.2;23.9;64
13068;Paradou;422;85.9;93.8;4.2;15.4;12.2;12.7;0.1;51.1;19.7;38
13069;Pélissanne;2446;81.5;89.8;5.2;14;12.8;15.3;4.4;50.9;23.2;154
13070;La Penne-sur-Huveaune;1454;81.1;86.4;4.8;13.2;11;9.4;21.5;49.9;22.3;113
13071;Les Pennes-Mirabeau;4991;83.1;89.3;6.1;12.2;9.8;10.3;6.7;50.1;22.8;370
13072;Peynier;732;86;90.5;4.4;16.3;13.3;20.1;3;51.1;20.5;70
13073;Peypin;1178;82.7;88.2;5;12.6;9.9;10.3;1.9;54.1;21;106
13074;Peyrolles-en-Provence;857;78;86.1;4.3;12.9;8.2;10.2;5.9;52;16.7;92
13075;Plan-de-Cuques;3421;80.3;87;8.2;11.8;9.2;9.4;9.2;45;29.7;168
13076;Plan-d'Orgon;698;69.1;88.2;5.9;11.1;7.3;6.7;9.3;52.1;19.6;55
13077;Port-de-Bouc;3862;60;78;5.1;8.3;5.1;3.2;34.6;47.7;23.7;257
13078;Port-Saint-Louis-du-Rhône;1773;61.7;83.1;7.1;6.7;3.5;2.3;43.9;50.9;21.2;108
13079;Puyloubier;406;85.4;87.4;4.2;12.8;11;19;0.4;51.3;22.8;34
13080;Le Puy-Sainte-Réparade;1303;82.2;86.6;3.7;12.4;10.8;16.2;12.8;50.6;22.2;118
13081;Rognac;2336;77.3;89.2;5.9;13;7.8;6.6;13.7;50.8;19.2;212
13082;Rognes;1191;78;83.1;5;14.5;12;17.7;3.1;50.4;25.8;115
13083;Rognonas;1090;82.7;86.3;7.4;12.3;8.9;7;6.3;48;27;43
13084;La Roque-d'Anthéron;1180;76.2;82.5;5.1;11.6;8.9;10.1;18.7;49.2;21.8;66
13085;Roquefort-la-Bédoule;1555;86.4;91;4.4;13.5;11.3;14.9;11.6;47.6;26.2;119
13086;Roquevaire;1867;80.3;87.8;5;14.7;12.6;13.3;8.2;52;21.8;182
13087;Rousset;840;83.1;87.2;4.6;14.4;11.5;16.5;16.1;53.6;16.9;113
13088;Le Rove;1152;82.1;88.6;7.1;12.2;8.4;10.2;11;50.6;22.2;106
13089;Saint-Andiol;684;79.6;89.3;6.7;11.6;7.8;5.3;4.5;51.4;20.1;50
13090;Saint-Antonin-sur-Bayon;42;81;95;2.9;8.8;17.6;38.2;0;47.2;33.3;3
13091;Saint-Cannat;1345;81.4;88.2;4.5;14.1;13;15.4;6.8;50.8;23.8;123
13092;Saint-Chamas;1661;80.6;89.2;4.9;13.7;10;9.6;10.3;53.4;19.3;125
13093;Saint-Estève-Janson;65;82.6;74.6;5.2;11.5;12.6;13.2;0;53.1;17.3;8
13094;Saint-Étienne-du-Grès;699;85.7;91.6;5;13.9;13.3;10.7;2.4;47.6;28;43
13095;Saint-Marc-Jaumegarde;369;75.9;87.6;3.9;12.9;16.9;35.9;0;45.5;30;40
13096;Saintes-Maries-de-la-Mer;831;64.8;70.4;9.9;6.9;4.9;3.1;1.8;45.5;39.2;57
13097;Saint-Martin-de-Crau;3460;76.8;87.7;5.3;11.5;8.2;6.6;15.3;48.1;25.9;185
13098;Saint-Mitre-les-Remparts;1585;78.5;89.3;6.4;12.8;9.1;10.1;5;50.5;27.2;101
13099;Saint-Paul-lès-Durance;168;75.5;89.8;4.7;8.9;5.5;9.3;4.7;53.4;18.9;9
13100;Saint-Rémy-de-Provence;3095;78.4;86.8;5;12;11;12;5.5;46.6;31.9;213
13101;Saint-Savournin;579;86.7;89.7;5.2;15.6;12.8;13.3;0.3;53.6;16.6;42
13102;Saint-Victoret;1299;72.3;83.2;6;10.9;4.7;4;5.9;51.8;19.7;144
13103;Salon-de-Provence;8957;71.5;81.2;5.6;12.3;9.5;10.7;17.9;50.9;19.9;819
13104;Sausset-les-Pins;2710;83.6;87.5;6.1;13.5;12.3;16.1;6.7;45.2;35.8;137
13105;Sénas;1498;75.9;87.9;6.9;11.1;6.3;5.9;10.9;50.4;21.8;107
13106;Septèmes-les-Vallons;2398;72.9;82.4;5.2;11.1;7;6.9;11.5;49.2;21.1;199
13107;Simiane-Collongue;1325;85.2;91.2;4.6;13.4;12.4;19.4;8.8;49.9;22.4;108
13108;Tarascon;2774;59.4;64.9;6.3;8.9;5.8;4.1;12.7;49.6;17.9;219
13109;Le Tholonet;495;79.5;87.3;3.4;13.4;15.3;29.4;3.5;52.5;21;80
13110;Trets;2053;79.5;85.8;4.6;12.6;9.2;12.8;5.7;52.4;19.5;197
13111;Vauvenargues;302;83.4;84.3;4.8;12.9;17.3;23.3;0;48;29.5;24
13112;Velaux;1865;81.6;89.4;5.1;14.1;11.2;14.2;7.3;51.2;21.7;164
13113;Venelles;2117;86.6;90.9;4.6;13.8;15;24;5.4;48.5;25.1;182
13114;Ventabren;1351;84;91;4.1;15;15.1;26.5;0.3;50.4;25.1;142
13115;Vernègues;227;84.1;92.1;5.9;15.4;10.5;10;1.2;55.9;11;43
13116;Verquières;174;77;84.2;5.6;12.4;10;7.7;6;50.2;21.7;12
13117;Vitrolles;5834;70.3;84;5.8;12.1;8.3;8.2;28.2;50.5;16.9;989
13118;Coudoux;664;89.1;93.1;4.8;13.8;13;17.1;4;50.6;18.1;50
13119;Carnoux-en-Provence;1764;80.7;89.8;6.3;12.8;11.9;14;15.5;47.2;26.6;107
14001;Ablon;234;86.6;93.2;6.2;10.8;7.1;5.7;0.2;53.8;19.6;20
14003;Agy;62;94.6;91.8;6.8;12.6;8.6;7.7;0;50.3;20;5
14005;Valambray;300;85.3;95.2;4.9;14.8;8.2;5.2;2.7;51.5;17.6;12
14006;Amayé-sur-Orne;222;92.5;93.1;3.9;14.3;12.8;9.9;2.2;49.7;20.8;17
14007;Amayé-sur-Seulles;50;94.1;88;4.5;5.7;2.5;3.8;0;51.2;22.3;2
14009;Amfreville;275;89.1;89.9;5.2;12.8;11.2;9.8;6.1;51.7;20;11
14011;Aurseulles;304;90.3;91.6;4.1;13.1;8.9;5.8;0.3;52.4;16;17
14012;Angerville;27;93.8;92.1;7.4;10.4;8.9;5.2;0;51.6;13.8;4
14014;Colomby-Anguerny;220;88.4;90.5;2.3;17.6;14.7;21.1;3.1;52.9;17.5;22
14015;Anisy;161;93.5;92.1;4.1;14.5;14.7;22.9;0.3;50.9;21.7;17
14016;Annebault;81;89.1;91.7;6.6;11;5.2;2.8;0;56.4;16.6;10
14019;Arganchy;42;83.3;97.4;4.2;10.1;7.1;5.4;0;55.3;19.6;1
14020;Argences;834;82.2;88.2;4.7;10;5.3;3.6;21.4;47.9;22;37
14021;Arromanches-les-Bains;159;70.5;74.5;7.9;8.4;8;5.2;7.9;49.4;34.1;14
14022;Asnelles;245;75.6;86.7;4.2;11.4;4.2;6.1;11.9;42;40.6;9
14023;Asnières-en-Bessin;15;72.7;93.3;1.9;9.4;13.2;9.4;0;49.3;21.7;0
14024;Auberville;107;86.4;88.4;7.8;10.3;6.4;4.4;0;50.5;18;16
14025;Aubigny;59;90;87;6.5;9.6;11.3;7;0;52.9;18.7;5
14026;Audrieu;176;88.3;95;4.3;15.9;11.2;7.2;3.4;51.8;15.7;10
14027;Les Monts d'Aunay;917;81.3;88.5;5.3;10.1;6;4.9;16.3;50.9;20;36
14030;Authie;279;91.6;94.8;4.9;14;16.6;15.9;8.4;54;16.8;30
14032;Les Authieux-sur-Calonne;58;87.2;90.2;4.2;8.4;7.5;11.3;0;54.2;20.9;7
14033;Auvillars;52;78.9;83.3;6.5;8.2;12.9;1.8;0;50.9;24.5;0
14034;Avenay;64;94.6;92.6;5.8;16.4;12.3;8.8;0;51;11.1;5
14035;Balleroy-sur-Drôme;252;83.7;92.7;6.2;11.3;7;6.4;8.7;47.9;18.7;9
14036;Banneville-la-Campagne;19;89.1;89.2;5.7;8.2;14.8;5.7;0;57.3;11.1;6
14037;Malherbe-sur-Ajon;78;86.3;91.5;3;13;12.3;10;1.3;54.2;13.7;12
14038;Banville;161;92.7;88.5;4.3;14.9;8.5;7.8;0.6;52;20.4;9
14039;Barbery;107;92.5;92.1;4.4;17.4;13.7;5.3;0;52.2;13.3;10
14040;Barbeville;31;92.5;92.3;6.1;8.8;12.2;8.8;1.2;60.3;14.8;5
14041;Barneville-la-Bertran;34;94.4;95.7;3;5;17;18;0;55.4;27.3;2
14042;Baron-sur-Odon;160;92;90.1;5.1;15.5;12.6;12.5;0;52.9;15.9;10
14043;Barou-en-Auge;29;84.6;100;8.2;6.6;3.3;1.6;0;45.7;41.4;0
14044;Basly;158;93.3;91.7;3.3;16;11.1;9.1;4.6;51.5;14.9;9
14045;Basseneville;55;83.7;89.6;5;11.2;5.6;8.9;0;48.2;22.1;4
14046;Bavent;299;88.6;91.2;4.8;11.3;7.6;6.7;6.7;54.6;15.5;18
14047;Bayeux;3690;75.3;78.1;5.8;9.1;8;6.6;33;46.7;29.2;120
14049;Bazenville;37;92.6;96.6;5.8;14.2;18.3;10;0;55.6;26.4;1
14050;La Bazoque;33;68.4;85.3;5.3;8.3;11.4;3;0;53;17.7;2
14053;Beaumais;36;89.7;85.7;3;8.3;2.3;3;0;53.3;21.6;0
14054;Beaumesnil;39;77.5;92.3;8;8.7;5.3;5.3;4.9;49.3;19.3;1
14055;Beaumont-en-Auge;108;81.7;87.7;9.3;10.5;8;8.1;0.6;49.5;26.3;7
14057;Bellengreville;262;81.2;91.2;6.8;10.6;5.8;3.1;17.4;51.8;17.8;8
14059;Benerville-sur-Mer;166;75.1;74.1;9.9;12;14;16.5;0;46.9;39.5;13
14060;Bénouville;485;85.3;91.6;5.8;13.9;11;12.1;8.1;51.4;23.8;13
14061;Souleuvre en Bocage;1800;85.8;91.9;5.6;10.5;6.2;4.3;2.6;49.4;20.3;73
14062;Bény-sur-Mer;60;88.6;93.9;6.3;12.4;10.4;12.8;0;53.6;13.4;7
14063;Bernesq;46;88.9;91.7;5.6;9.4;6.9;2.5;0;48.8;21.8;2
14064;Bernières-d'Ailly;37;84.1;87.8;3.4;13;3.4;1.1;0;58.9;17;2
14066;Bernières-sur-Mer;641;87.7;89.3;5.5;12.9;11.1;11.1;9.9;48.1;27.5;36
14068;Biéville-Beuville;831;87;91.4;4.2;14.9;14.5;17.7;11.5;48.9;22.8;45
14069;Beuvillers;262;83.4;87.9;6.3;9.1;6.6;4.4;7.4;50.6;19.6;15
14070;Beuvron-en-Auge;65;81.5;80.6;6;10.1;10.7;10.7;0;48.2;33;6
14076;Blainville-sur-Orne;1010;82.3;82.8;5.7;10.4;7.1;5.7;41;53.6;17.5;60
14077;Blangy-le-Château;201;84.9;86.8;7.2;9.9;9.3;7.6;14.7;46.2;27.7;15
14078;Blay;74;85.1;97.3;4.3;10.9;8.9;7.4;0;47.8;20.3;2
14079;Blonville-sur-Mer;558;77.3;83.1;7.5;9;6.9;5.6;13.7;43.8;35.9;21
14080;Le Bô;18;75;96.4;3.2;6.5;14;8.6;0;58.1;14.5;1
14082;La Boissière;16;88.4;91.9;2.4;15.2;3.2;4.8;0;53.4;8.5;2
14083;Bonnebosq;170;80.6;88.4;5.8;5.6;6.8;3.7;9.5;50;25.6;11
14084;Bonnemaison;87;90.2;83.7;6.4;11.8;9.6;4.5;0;53.6;21.8;1
14085;Bonneville-la-Louvet;186;89.8;93.9;3.6;10.4;7.7;4.3;3.6;51.8;22.9;8
14086;Bonneville-sur-Touques;94;75.9;89.7;7.3;10.5;9.8;13.6;0;51.9;29.1;4
14087;Bonnœil;32;86.4;100;2.2;12.9;7.5;0;0;46.8;26.2;1
14088;Bons-Tassilly;68;90.7;95;3.7;11.5;7.4;8.6;0;55.5;16.9;3
14089;Bougy;41;93.4;94;4.5;19.3;10.8;6.3;2.1;54.4;10.5;3
14090;Boulon;135;89.9;94;4;16.5;10.9;9.5;0;55.1;17.3;7
14091;Bourgeauville;30;85.7;94.1;3.5;10.5;3.5;11.6;0;49.5;29.5;1
14092;Bourguébus;236;90.8;94.1;2.9;16.6;11.2;9.6;10.9;53;10.2;53
14093;Branville;27;75;91.9;10.5;5.3;6;8.3;1.3;55.6;13.8;5
14096;Brémoy;29;87;95.5;2.2;11.2;3.9;3.4;3.3;51.8;12.5;1
14097;Bretteville-le-Rabet;36;93.7;100;2.9;12.3;11.8;5.9;3.8;52.8;11.9;3
14098;Thue et Mue;899;92;94.5;3.2;16.4;12;10.4;8.3;53;14.6;59
14100;Bretteville-sur-Laize;395;84.6;92.8;4.5;10.8;7;6.5;15;48.1;20.7;15
14101;Bretteville-sur-Odon;1098;84.9;88;5.3;13.8;14.1;15.6;11.8;47.2;27;85
14102;Le Breuil-en-Auge;331;91.4;93.2;5.2;13.9;10.1;8.6;0.7;44.9;33.3;16
14103;Le Breuil-en-Bessin;76;85.6;84.4;6.5;6.1;4.8;2.7;0.6;52.2;18.4;3
14104;Le Brévedent;24;79.7;95.1;3.6;12.2;9.3;8.6;0;60.5;13.7;5
14106;Bréville-les-Monts;150;93.3;91.9;4.4;11.4;10.7;6.7;1.4;50.2;22.8;6
14107;Bricqueville;24;96.3;96.6;7;7.9;7.9;6.1;0;53.5;15.5;8
14110;Brucourt;31;88.9;91.3;2.1;8.2;5.2;6.2;0;50;24.6;3
14111;Bucéels;69;88.1;96.1;5.3;15.7;6.3;6.9;3.4;55.1;15.8;4
14116;Le Bû-sur-Rouvres;18;83.3;92.9;2.4;17.1;6.1;1.2;0;57.5;15.9;2
14117;Cabourg;1538;72.8;76.2;7.5;7.4;5.4;6.6;20.3;39.3;43.8;54
14118;Caen;19611;72.1;72.7;5.4;10.7;13.2;17.8;21.5;45.2;18.3;1911
14119;Cagny;375;83;91.8;4.8;10.7;5;3.1;31;47.3;18.7;15
14120;Cahagnes;232;85.7;90.7;5.1;10.6;8.3;5.3;3.6;50.9;16.6;19
14121;Cahagnolles;29;94.2;96;8.3;15;6.7;1.7;0;57.5;11.4;3
14122;La Caine;18;80.6;94.1;1.8;12.8;10.1;5.5;0;53.2;11.4;1
14123;Cairon;323;93;92.2;3.9;16.9;14.7;18.4;1.2;54;15.9;21
14124;La Cambe;157;74.2;94.4;5.6;7.4;9.2;4.1;4.8;47.4;28.7;8
14125;Cambes-en-Plaine;353;89.6;91.5;4.9;16.4;16.6;16.3;16.1;51.6;20.6;25
14126;Cambremer;359;84.7;89.4;5;12.6;9.8;7.6;1.2;46.8;27.2;11
14127;Campagnolles;81;95.2;92.6;5.6;11.9;4.8;4.8;0;50.6;14.6;0
14130;Campigny;34;96.7;95.2;2.2;13.3;9.6;3;1.4;54.1;18.4;2
14131;Canapville;62;97.2;97.6;6.3;8.5;4.2;11.1;3.8;52.7;27.4;1
14132;Canchy;47;86.2;83.3;5;10.7;6.3;1.9;0;50;22.8;0
14134;Canteloup;52;96.8;97.1;5.4;12.8;11.4;8.1;0;49.5;27.4;4
14135;Carcagny;56;81.8;90.7;4.8;14.3;10;12.9;1.8;51.2;19.9;4
14136;Cardonville;13;80;83.3;3;9;3;3;3;49;13.5;0
14137;Carpiquet;639;84.2;92.5;5.3;12.7;9.6;6.5;27.2;49.7;20.4;73
14138;Cartigny-l'Épinay;48;88.7;83.4;6.2;9.3;2.6;5.3;3.3;55.1;16.2;2
14140;Castillon;46;80.9;98.6;5.9;12.6;6.3;4.7;0;54.8;13.1;5
14141;Castillon-en-Auge;25;81.5;87.1;6.6;9.9;5;7.4;0;51.8;15.7;0
14143;Caumont-sur-Aure;561;83.3;89.4;4.1;9.4;5.7;4.7;11.7;48.5;23.5;19
14145;Cauvicourt;88;90.3;94.6;2.7;15;9.8;4.9;0;52.5;15.9;7
14146;Cauville;30;82.5;94.6;6.2;18.8;5.5;4.7;0;57.4;17.8;1
14147;Cernay;21;67.9;92.6;6.6;8.5;5.7;6.6;0;56.7;14.9;3
14149;Cesny-aux-Vignes;54;86.3;87.6;6.3;9.8;8.4;4.6;1.2;54.9;12.9;2
14150;Cesny-les-Sources;307;86.8;90.3;4.4;11.9;9.6;5.2;2.9;48.8;22.5;11
14159;Chouain;47;86;97.7;3.8;9.4;10.1;10.7;0;50.5;20.5;2
14160;Cintheaux;28;82.5;91.4;7.1;18.4;8.5;5;0;54.2;14.7;1
14161;Clarbec;83;91.1;93.7;4.7;8.8;5.8;3.6;0;52.9;25.1;3
14162;Clécy;304;80.9;86.8;4.1;9.4;6.3;4.8;3.6;49.1;23.3;8
14163;Cléville;71;92.2;89.6;2.9;13.2;7.5;6.1;0;51.7;18.3;5
14165;Colleville-sur-Mer;43;64.5;97.5;5.6;15.4;8;4.3;7.6;54.7;23.2;1
14166;Colleville-Montgomery;641;86.8;88.3;5;13.1;9.6;10.3;11.5;48.2;25.2;39
14167;Colombelles;1258;73.7;83.1;5.1;8.5;7.4;5.3;46.7;49.3;17.9;104
14168;Colombières;66;80;85.7;4.3;12.4;6.8;6.8;0;43.4;32.2;0
14169;Colombiers-sur-Seulles;25;78.8;83.3;2.4;15.4;15.4;12.2;0;57.3;15.9;0
14171;Combray;17;89.3;92.6;4.7;9.4;6.6;6.6;0;56.2;11.8;1
14172;Commes;138;92.4;91;8.4;10.7;7.1;7.6;0;48;30.9;5
14173;Condé-sur-Ifs;64;83.3;89.1;4.6;9.2;7.1;5.6;0.5;52.4;14.7;4
14174;Condé-en-Normandie;1908;77.2;84.1;6.1;7.8;4.6;4.4;15.3;45.7;30.3;54
14175;Condé-sur-Seulles;30;89.5;89.3;3.2;13.7;8.5;11.7;2.9;53.5;10;2
14177;Coquainvilliers;196;88;91.9;4.5;11.6;11.9;5.9;5.5;50.1;23.2;3
14179;Cordebugle;21;76.7;88.9;5.2;10.4;10.4;4.3;0;56.7;12.8;0
14180;Cordey;32;85.7;87.5;6.5;10.3;6.5;6.5;0;48.4;20.9;2
14181;Cormelles-le-Royal;1228;77.4;87.2;6.3;9.7;7.5;5.6;20.5;48.3;24.1;58
14182;Cormolain;85;85.5;87.2;2.3;8.4;7.4;6;7.4;50.4;21.4;6
14183;Cossesseville;19;76;92.9;3.4;13.8;4.6;6.9;0;61.7;17.8;2
14184;Cottun;58;87.5;97.6;3.8;15.6;10;6.9;0;41.4;25;3
14190;Courcy;32;95.5;77.3;5.8;9.7;0;2.9;0;53.5;24.8;2
14191;Courseulles-sur-Mer;1852;78.2;76.1;5.9;9.9;7.1;5.5;7.5;39.8;44.3;55
14193;Courtonne-la-Meurdrac;144;91.1;92.6;4.4;14.2;11.9;4.8;0;52.1;21.6;9
14194;Courtonne-les-Deux-Églises;110;83.2;92;2.6;9.8;5.9;3.1;0.4;52.7;17.2;13
14195;Courvaudon;45;93.2;95;2.5;13;11.4;7.3;0;54.2;16.6;0
14196;Crépon;58;86.4;93.5;2.3;10.3;13.1;13.1;3.1;49.1;27.5;2
14197;Cresserons;204;86;88.9;5;13.4;10.7;10.8;6.9;54.7;18.6;11
14198;Cresseveuille;42;92.3;91.1;6.9;11.6;6.3;7.9;0;54.8;16.7;3
14200;Creully sur Seulles;451;87.8;90.8;5.3;12.8;11.1;7.3;11.2;49.4;20;21
14202;Cricquebœuf;88;78.8;91.7;4.8;13.6;7.5;10.5;0;50.6;33.1;2
14203;Cricqueville-en-Auge;47;90.9;89.7;10.2;8.8;13.9;16.8;0;45.7;25;2
14204;Cricqueville-en-Bessin;49;88;90.9;5.1;15.9;2.9;5.1;0;48.3;28.5;2
14205;Cristot;37;84.1;92.9;6.8;14.9;6.8;4.7;0;48.4;17.1;2
14206;Crocy;70;86;96;4.1;8.6;5.9;5.9;0;50.9;24.1;5
14207;Croisilles;74;85.2;92;4;16.3;9.7;5.7;0;52.6;11.4;9
14209;Crouay;118;84.5;96.6;6.2;9.2;6.4;3.9;0;48.1;23.4;4
14211;Culey-le-Patry;82;89.6;94.4;2.5;10;10.8;10.3;1.2;48.9;22.3;8
14214;Cussy;40;87.5;90.9;7.6;8.4;9.2;7.6;0;52.9;21.8;0
14215;Cuverville;348;84.2;92.3;3.9;13.4;6.8;4.2;23.6;52.8;15.2;29
14216;Damblainville;46;91.5;84.4;11;9.2;10.4;1.2;0;49;19.1;0
14218;Danestal;53;89.8;97.4;6.8;13.6;5.7;3;0;50.8;13.1;5
14220;Deauville;1640;74.1;81.2;8.2;9.1;8.4;10.9;25.1;37.9;46;83
14221;Démouville;777;86.1;89.2;5.1;9.8;6.5;4.7;22;49;25.4;28
14223;Le Détroit;24;84.6;84.2;4.6;7.7;3.1;3.1;0;44.8;27.6;1
14224;Deux-Jumeaux;9;100;81.8;6.7;4.4;11.1;6.7;0;56.4;20;0
14225;Dives-sur-Mer;1488;74.2;78.6;6.1;5;4.1;2.5;35.9;46.2;28.4;55
14226;Donnay;37;91.3;93.2;4.2;17.1;9.2;5.1;1.8;56.4;12.1;4
14227;Douville-en-Auge;63;88.6;90.3;3.4;6.7;11.2;7.9;0;45.2;29.4;4
14228;Douvres-la-Délivrande;1178;83.5;88.2;5.6;12.8;12;11.4;14.9;49.8;23.2;70
14229;Dozulé;601;82.2;88.8;5.3;8.2;6.5;4.2;22.9;45.9;26;21
14230;Drubec;27;84.2;94.4;1.2;7;15.1;8.1;0;52.3;23.4;4
